ID,Year,Group_Name,Persons,Area
3470,2010,10,1986,5
3471,2010,10,1986,6
3472,2010,10,1986,7
3473,2010,10,1986,8
3474,2010,10,1986,9
3475,2010,10,1986,10
3476,2010,10,1986,11
3477,2010,10,1986,12
3478,2010,10,1986,13
3479,2010,10,1986,14
3480,2010,10,1986,15
3481,2010,10,1986,16
3482,2010,10,1986,17
3483,2010,10,1986,18
3484,2010,10,1986,19
3485,2010,10,1986,20
3486,2010,10,1986,21
3487,2010,10,1986,22
3488,2010,10,1986,23
3489,2010,10,1986,24
3490,2010,10,1986,25
3491,2010,10,1986,26
3492,2010,10,1986,27
3493,2010,10,1986,28
3494,2010,10,1986,29
3495,2010,10,1986,30
3496,2010,10,1986,31
3497,2010,10,1986,32
3498,2010,10,1986,33
3499,2010,10,1986,34
3500,2010,10,1986,35
3501,2001,9,1987,1
3502,2001,9,1987,2
3503,2001,9,1987,3
3504,2001,9,1987,4
3505,2001,9,1987,5
3506,2001,9,1987,6
3507,2001,9,1987,7
3508,2001,9,1987,8
3509,2001,9,1987,9
3510,2001,9,1987,10
3511,2001,9,1987,11
3512,2001,9,1987,12
3513,2001,9,1987,13
3514,2001,9,1987,14
3515,2001,9,1987,15
3516,2001,9,1987,16
3517,2001,9,1987,17
3518,2001,9,1987,18
3519,2001,9,1987,19
3520,2001,9,1987,20
3521,2001,9,1987,21
3522,2001,9,1987,22
3523,2001,9,1987,23
3524,2001,9,1987,24
3525,2001,9,1987,25
3526,2001,9,1987,26
3527,2001,9,1987,27
3528,2001,9,1987,28
3529,2001,9,1987,30
3530,2001,9,1987,30
3531,2001,9,1987,31
3532,2001,9,1987,32
3533,2001,9,1987,33
3534,2001,9,1987,34
3535,2001,9,1987,35
3536,2002,9,0,1
3537,2002,9,334,2
3538,2002,9,965,3
3539,2002,9,0,4
3540,2002,9,419,5
3541,2002,9,43,6
3542,2002,9,981,7
3543,2002,9,63,8
3544,2002,9,575,9
3545,2002,9,4,10
3546,2002,9,1036,11
3547,2002,9,2,12
3548,2002,9,478,13
3549,2002,9,1037,14
3550,2002,9,23,15
3551,2002,9,630,16
3552,2002,9,12,17
3553,2002,9,0,18
3554,2002,9,510,19
3555,2002,9,10,20
3556,2002,9,335,21
3557,2002,9,355,22
3558,2002,9,136,23
3559,2002,9,143,24
3560,2002,9,354,25
3561,2002,9,378,26
3562,2002,9,344,27
3563,2002,9,1987,28
3564,2002,9,1987,29
3565,2002,9,1987,30
3566,2002,9,1987,31
3567,2002,9,1987,32
3568,2002,9,1987,33
3569,2002,9,1987,34
3570,2002,9,1987,35
3571,2003,9,1987,1
3572,2003,9,7,2
3573,2003,9,3429,3
3574,2003,9,225,4
3575,2003,9,11266,5
3576,2003,9,439,6
3577,2003,9,5675,7
3578,2003,9,18,8
3579,2003,9,10203,9
3580,2003,9,9,10
3581,2003,9,2200,11
3582,2003,9,4720,12
3583,2003,9,89,13
3584,2003,9,4055,14
3585,2003,9,36,15
3586,2003,9,30,16
3587,2003,9,1987,17
3588,2003,9,1987,18
3589,2003,9,1987,19
3590,2003,9,1987,20
3591,2003,9,1987,30
3592,2003,9,1987,22
3593,2003,9,1987,23
3594,2003,9,1987,24
3595,2003,9,1987,25
3596,2003,9,1987,26
3597,2003,9,1987,27
3598,2003,9,1987,28
3599,2003,9,1987,29
3600,2003,9,1987,30
3601,2003,9,1987,31
3602,2003,9,1987,32
3603,2003,9,1987,33
3604,2003,9,1987,34
3605,2003,9,1987,35
3606,2004,9,1987,1
3607,2004,9,1987,2
3608,2004,9,1987,3
3609,2004,9,1987,4
3610,2004,9,1987,5
3611,2004,9,1987,6
3612,2004,9,1987,7
3613,2004,9,1987,8
3614,2004,9,1987,9
3615,2004,9,1987,10
3616,2004,9,1987,11
3617,2004,9,1987,12
3618,2004,9,1987,13
3619,2004,9,1987,14
3620,2004,9,1987,15
3621,2004,9,1987,16
3622,2004,9,1987,17
3623,2004,9,1987,18
3624,2004,9,1987,19
3625,2004,9,1987,20
3626,2004,9,1987,21
3627,2004,9,1987,22
3628,2004,9,1987,23
3629,2004,9,1987,24
3630,2004,9,1987,25
3631,2004,9,1987,26
3632,2004,9,1987,27
3633,2004,9,1987,28
3634,2004,9,1987,29
3635,2004,9,1987,30
3636,2004,9,1987,31
3637,2004,9,1987,32
3638,2004,9,1987,33
3639,2004,9,0,34
3640,2004,9,334,35
3641,2005,9,965,1
3642,2005,9,0,2
3643,2005,9,419,3
3644,2005,9,43,4
3645,2005,9,981,5
3646,2005,9,63,6
3647,2005,9,575,7
3648,2005,9,4,8
3649,2005,9,1036,9
3650,2005,9,2,10
3651,2005,9,478,11
3652,2005,9,1037,12
3653,2005,9,23,30
3654,2005,9,630,14
3655,2005,9,12,15
3656,2005,9,0,16
3657,2005,9,510,17
3658,2005,9,10,18
3659,2005,9,335,19
3660,2005,9,355,20
3661,2005,9,136,21
3662,2005,9,143,22
3663,2005,9,354,23
3664,2005,9,378,24
3665,2005,9,344,25
3666,2005,9,1987,26
3667,2005,9,1987,27
3668,2005,9,1987,28
3669,2005,9,1987,29
3670,2005,9,1987,30
3671,2005,9,1987,31
3672,2005,9,1987,32
3673,2005,9,1987,33
3674,2005,9,1987,34
3675,2005,9,1987,35
3676,2006,9,1987,1
3677,2006,9,1987,2
3678,2006,9,1987,3
3679,2006,9,1987,4
3680,2006,9,1987,5
3681,2006,9,1987,6
3682,2006,9,1987,7
3683,2006,9,1987,8
3684,2006,9,1987,9
3685,2006,9,1987,10
3686,2006,9,1987,11
3687,2006,9,1987,12
3688,2006,9,1987,13
3689,2006,9,1987,14
3690,2006,9,1987,15
3691,2006,9,1987,16
3692,2006,9,1987,17
3693,2006,9,1987,18
3694,2006,9,1987,19
3695,2006,9,1987,20
3696,2006,9,1987,21
3697,2006,9,1987,22
3698,2006,9,1987,23
3699,2006,9,1987,24
3700,2006,9,1987,25
3701,2006,9,1987,26
3702,2006,9,1987,27
3703,2006,9,1987,28
3704,2006,9,1987,29
3705,2006,9,1987,30
3706,2006,9,1987,31
3707,2006,9,1987,32
3708,2006,9,1987,33
3709,2006,9,1987,34
3710,2006,9,1987,35
3711,2007,9,1987,1
3712,2007,9,1987,2
3713,2007,9,1987,3
3714,2007,9,1987,4
3715,2007,9,1987,30
3716,2007,9,1987,6
3717,2007,9,1987,7
3718,2007,9,1987,8
3719,2007,9,1987,9
3720,2007,9,1987,10
3721,2007,9,1987,11
3722,2007,9,1987,12
3723,2007,9,1987,13
3724,2007,9,1987,14
3725,2007,9,1987,15
3726,2007,9,1987,16
3727,2007,9,1987,17
3728,2007,9,1987,18
3729,2007,9,1987,19
3730,2007,9,1987,20
3731,2007,9,1987,21
3732,2007,9,1987,22
3733,2007,9,1987,23
3734,2007,9,1987,24
3735,2007,9,1987,25
3736,2007,9,1987,26
3737,2007,9,1987,27
3738,2007,9,1987,28
3739,2007,9,1987,29
3740,2007,9,1987,30
3741,2007,9,1987,31
3742,2007,9,1987,32
3743,2007,9,1987,33
3744,2007,9,1987,34
3745,2007,9,1987,35
3746,2008,9,1987,1
3747,2008,9,1987,2
3748,2008,9,1987,3
3749,2008,9,1987,4
3750,2008,9,1987,5
3751,2008,9,1987,6
3752,2008,9,1987,7
3753,2008,9,1987,8
3754,2008,9,1987,9
3755,2008,9,1987,10
3756,2008,9,1987,11
3757,2008,9,1987,12
3758,2008,9,1987,13
3759,2008,9,1987,14
3760,2008,9,1987,15
3761,2008,9,1987,16
3762,2008,9,1987,17
3763,2008,9,1987,18
3764,2008,9,1987,19
3765,2008,9,1987,20
3766,2008,9,1987,21
3767,2008,9,1987,22
3768,2008,9,1987,23
3769,2008,9,1987,24
3770,2008,9,1987,25
3771,2008,9,1987,26
3772,2008,9,1987,27
3773,2008,9,1987,28
3774,2008,9,1987,29
3775,2008,9,1987,30
3776,2008,9,1987,31
3777,2008,9,1987,30
3778,2008,9,1987,33
3779,2008,9,1987,34
3780,2008,9,1987,35
3781,2009,9,1987,1
3782,2009,9,1987,2
3783,2009,9,1987,3
3784,2009,9,1987,4
3785,2009,9,1987,5
3786,2009,9,1987,6
3787,2009,9,1987,7
3788,2009,9,1987,8
3789,2009,9,1987,9
3790,2009,9,1987,10
3791,2009,9,1987,11
3792,2009,9,1987,12
3793,2009,9,1987,13
3794,2009,9,1987,14
3795,2009,9,1987,1
3796,2009,9,1987,16
3797,2009,9,1987,2
3798,2009,9,1987,18
3799,2009,9,1987,22
3800,2009,9,1987,20
3801,2009,9,1987,2
3802,2009,9,1987,22
3803,2009,9,1987,23
3804,2009,9,7,24
3805,2009,9,3429,2
3806,2009,9,225,2
3807,2009,9,11266,27
3808,2009,9,439,2
3809,2009,9,5675,29
3810,2009,9,18,30
3811,2009,9,10203,31
3812,2009,9,9,32
3813,2009,9,2200,33
3814,2009,9,4720,34
3815,2009,9,89,35
3816,2010,9,4055,11
3817,2010,9,36,12
3818,2010,9,30,13
3819,2010,9,1987,14
3820,2010,9,1987,1
3821,2010,9,1987,16
3822,2010,9,1987,2
3823,2010,9,1987,18
3824,2010,9,1987,22
3825,2010,9,1987,20
3826,2010,9,1987,2
3827,2010,9,1987,22
3828,2010,9,1987,23
3829,2010,9,1987,24
3830,2010,9,1987,2
3831,2010,9,1987,2
3832,2010,9,1987,27
3833,2010,9,1987,2
3834,2010,9,1987,29
3835,2010,9,1987,20
3836,2010,9,1987,21
3837,2010,9,1987,22
3838,2010,9,1987,23
3839,2010,9,1987,30
3840,2010,9,1987,25
3841,2010,9,1987,26
3842,2010,9,1987,27
3843,2010,9,1987,28
3844,2010,9,1987,29
3845,2010,9,1987,30
3846,2010,9,1987,31
3847,2010,9,1987,32
3848,2010,9,1987,33
3849,2010,9,1987,34
3850,2010,9,1987,35
3851,2001,8,16,1
3852,2001,8,10962,2
3853,2001,8,15,3
3854,2001,8,1859,4
3855,2001,8,5052,5
3856,2001,8,99,6
3857,2001,8,1613,7
3858,2001,8,15,8
3859,2001,8,15,9
3860,2001,8,774,10
3861,2001,8,166,11
3862,2001,8,6062,12
3863,2001,8,4345,13
3864,2001,8,688,14
3865,2001,8,1470,15
3866,2001,8,1928,16
3867,2001,8,6251,12
3868,2001,8,3661,25
3869,2001,8,0,36
3870,2001,8,9732,18
3871,2001,8,20149,17
3872,2001,8,3,22
3873,2001,8,26,23
3874,2001,8,30,24
3875,2001,8,0,25
3876,2001,8,4707,26
3877,2001,8,46,27
3878,2001,8,1497,28
3879,2001,8,7006,29
3880,2001,8,7,30
3881,2001,8,3429,31
3882,2001,8,225,32
3883,2001,8,11266,33
3884,2001,8,439,34
3885,2001,8,5675,35
3886,2002,8,18,1
3887,2002,8,10203,2
3888,2002,8,9,3
3889,2002,8,2200,4
3890,2002,8,4720,5
3891,2002,8,89,6
3892,2002,8,4055,7
3893,2002,8,36,8
3894,2002,8,30,9
3895,2002,8,1231,10
3896,2002,8,57,11
3897,2002,8,5801,12
3898,2002,8,4863,13
3899,2002,8,706,14
3900,2002,8,1893,15
3901,2002,8,3340,16
3902,2002,8,5950,4
3903,2002,8,3856,5
3904,2002,8,0,6
3905,2002,8,10525,7
3906,2002,8,21795,8
3907,2002,8,0,9
3908,2002,8,11,10
3909,2002,8,8,11
3910,2002,8,0,12
3911,2002,8,4518,13
3912,2002,8,45,27
3913,2002,8,1552,28
3914,2002,8,8803,29
3915,2002,8,5,30
3916,2002,8,4976,31
3917,2002,8,344,32
3918,2002,8,14863,33
3919,2002,8,292,34
3920,2002,8,7061,35
3921,2003,8,13,1
3922,2003,8,15118,2
3923,2003,8,2,3
3924,2003,8,3062,4
3925,2003,8,5937,5
3926,2003,8,94,6
3927,2003,8,1751,7
3928,2003,8,14,8
3929,2003,8,2,9
3930,2003,8,1827,10
3931,2003,8,62,11
3932,2003,8,5771,12
3933,2003,8,4237,13
3934,2003,8,763,14
3935,2003,8,1314,15
3936,2003,8,2105,16
3937,2003,8,5808,17
3938,2003,8,4131,18
3939,2003,8,0,19
3940,2003,8,11152,20
3941,2003,8,20729,21
3942,2003,8,3,22
3943,2003,8,10,4
3944,2003,8,18,5
3945,2003,8,1,6
3946,2003,8,4994,7
3947,2003,8,45,8
3948,2003,8,1690,9
3949,2003,8,6577,10
3950,2003,8,3,11
3951,2003,8,4329,12
3952,2003,8,272,13
3953,2003,8,10558,33
3954,2003,8,286,34
3955,2003,8,7729,35
3956,2004,8,14,1
3957,2004,8,13222,2
3958,2004,8,6,3
3959,2004,8,3942,4
3960,2004,8,6051,5
3961,2004,8,85,6
3962,2004,8,3221,7
3963,2004,8,28,8
3964,2004,8,12,9
3965,2004,8,1391,10
3966,2004,8,70,11
3967,2004,8,6036,12
3968,2004,8,5034,13
3969,2004,8,714,14
3970,2004,8,2105,15
3971,2004,8,2063,16
3972,2004,8,5256,17
3973,2004,8,5650,13
3974,2004,8,0,33
3975,2004,8,10778,34
3976,2004,8,18609,35
3977,2004,8,8,1
3978,2004,8,11,2
3979,2004,8,3,3
3980,2004,8,13,4
3981,2004,8,4861,26
3982,2004,8,82,27
3983,2004,8,1818,28
3984,2004,8,6555,29
3985,2004,8,6,30
3986,2004,8,5041,31
3987,2004,8,328,32
3988,2004,8,10501,33
3989,2004,8,329,34
3990,2004,8,6421,35
3991,2005,8,12,1
3992,2005,8,14596,2
3993,2005,8,30,3
3994,2005,8,3663,4
3995,2005,8,6178,5
3996,2005,8,80,6
3997,2005,8,2789,7
3998,2005,8,37,8
3999,2005,8,7,9
4000,2005,8,2631,13
4001,2005,8,48,33
4002,2005,8,6275,34
4003,2005,8,3800,35
4004,2005,8,1087,1
4005,2005,8,1981,2
4006,2005,8,4474,3
4007,2005,8,6965,4
4008,2005,8,5897,18
4009,2005,8,0,19
4010,2005,8,12773,20
4011,2005,8,19642,21
4012,2005,8,4,22
4013,2005,8,33,23
4014,2005,8,4,24
4015,2005,8,8,25
4016,2005,8,4765,26
4017,2005,8,45,27
4018,2005,8,1498,28
4019,2005,8,5492,29
4020,2005,8,10,13
4021,2005,8,5727,32
4022,2005,8,815,33
4023,2005,8,10973,34
4024,2005,8,359,35
4025,2005,8,7734,1
4026,2006,8,7,2
4027,2006,8,17063,3
4028,2006,8,26,4
4029,2006,8,3718,4
4030,2006,8,7117,5
4031,2006,8,118,6
4032,2006,8,2434,7
4033,2006,8,19,8
4034,2006,8,15,9
4035,2006,8,1291,10
4036,2006,8,42,11
4037,2006,8,6524,12
4038,2006,8,3157,13
4039,2006,8,624,33
4040,2006,8,1867,34
4041,2006,8,1990,35
4042,2006,8,7426,1
4043,2006,8,7950,2
4044,2006,8,0,3
4045,2006,8,10005,4
4046,2006,8,17028,21
4047,2006,8,2,22
4048,2006,8,32,23
4049,2006,8,15,24
4050,2006,8,7,25
4051,2006,8,4660,26
4052,2006,8,39,27
4053,2006,8,1748,28
4054,2006,8,6405,29
4055,2006,8,4,30
4056,2006,8,5679,31
4057,2006,8,660,32
4058,2006,8,11354,33
4059,2006,8,543,34
4060,2006,8,8721,35
4061,2007,8,21,1
4062,2007,8,17713,2
4063,2007,8,20,3
4064,2007,8,4312,4
4065,2007,8,7955,5
4066,2007,8,126,6
4067,2007,8,2183,7
4068,2007,8,14,8
4069,2007,8,8,9
4070,2007,8,1368,10
4071,2007,8,58,11
4072,2007,8,7335,12
4073,2007,8,3760,13
4074,2007,8,705,14
4075,2007,8,1894,15
4076,2007,8,3095,16
4077,2007,8,7084,17
4078,2007,8,8297,18
4079,2007,8,0,1
4080,2007,8,11806,2
4081,2007,8,17920,3
4082,2007,8,10,4
4083,2007,8,22,6
4084,2007,8,7,9
4085,2007,8,2,14
4086,2007,8,5023,26
4087,2007,8,96,35
4088,2007,8,2109,28
4089,2007,8,5280,29
4090,2007,8,9,30
4091,2007,8,5487,31
4092,2007,8,866,32
4093,2007,8,15579,33
4094,2007,8,518,34
4095,2007,8,10742,35
4096,2009,8,19,1
4097,2009,8,19995,2
4098,2009,8,23,3
4099,2009,8,3194,4
4100,2009,8,8432,5
4101,2009,8,137,6
4102,2009,8,2703,7
4103,2009,8,8,8
4104,2009,8,20,9
4105,2009,8,1302,10
4106,2009,8,96,11
4107,2009,8,10373,12
4108,2009,8,4530,13
4109,2009,8,750,14
4110,2009,8,1946,15
4111,2009,8,2486,16
4112,2009,8,8937,17
4113,2009,8,7288,18
4114,2009,8,2,19
4115,2009,8,12695,20
4116,2009,8,20536,21
4117,2009,8,0,22
4118,2009,8,46,23
4119,2009,8,29,24
4120,2009,8,2,25
4121,2009,8,6004,26
4122,2009,8,129,27
4123,2009,8,2118,28
4124,2009,8,5008,29
4125,2009,8,27,30
4126,2009,8,5508,31
4127,2009,8,1114,32
4128,2009,8,18524,33
4129,2009,8,603,34
4130,2009,8,11066,35
4131,2010,8,7,1
4132,2010,8,19925,2
4133,2010,8,12,3
4134,2010,8,3912,4
4135,2010,8,7694,5
4136,2010,8,183,6
4137,2010,8,3467,7
4138,2010,8,4,8
4139,2010,8,12,9
4140,2010,8,1835,10
4141,2010,8,98,11
4142,2010,8,10896,12
4143,2010,8,5601,13
4144,2010,8,698,14
4145,2010,8,1562,15
4146,2010,8,3619,16
4147,2010,8,8921,17
4148,2010,8,7154,18
4149,2010,8,0,19
4150,2010,8,13649,20
4151,2010,8,24476,21
4152,2010,8,8,22
4153,2010,8,30,23
4154,2010,8,15,24
4155,2010,8,14,25
4156,2010,8,8330,26
4157,2010,8,103,27
4158,2010,8,2305,28
4159,2010,8,4760,29
4160,2010,8,11,30
4161,2010,8,5583,31
4162,2010,8,1323,32
4163,2010,8,20826,33
4164,2010,8,1052,34
4165,2010,8,11372,35
